Unlabeled Text,ID,Section,Beni,Me,Vaibhav,Sodiq,Michael,User 6,User 7 ,User 8,Mode,Agreement,,,Fleiss's Kappa ,
"I am reluctant to allow your film crew to come in as I worry this may impede our ability to assist these refugees. I will allow you to come in under the condition that if you are asked to leave, you will do so immediately.",3ATTHHXXWAOSUFR1GSU1ROR0Q7CXIS,18,,,,2,,,,,#N/A,-0.3333333333,1,,,
I really don't like the idea of filming. I'll let you come in but would appreciate if you'd tell me what you plan on filming.,3AZHRG4CU4K57M37SDY7E420XIW305,18,,,,1,,,,,#N/A,-0.3333333333,1,,,
"Captain, you are permitted to come in to film and pass out supplies but be mindful of what your men are doing.",3CCZ6YKWR7JQHVEO6S5TMC1DEIG95C,18,,,,1,,,,,#N/A,-0.3333333333,1,,,
I don't think it's a good idea to film.,3COPXFW7XBCER1FYU45WARKAGCPKPZ,18,,,,1,,,,,#N/A,-0.3333333333,1,,,
"I'm sorry, but US military do not permit this task to be filmed.",3DBQWDE4Y6YB6XII72OY4DWXJ7YN5Q,18,,,,3,,,,,#N/A,-0.5,1,,,
"I don't think it's a good idea, but I will let you in to film.",3FQ5JJ512LOEOG3LEPS462FFGXOKN3,18,,,,1,,,,,#N/A,-0.3333333333,1,,,
You may come in with your film crew.,3GD6L00D3SX60XWZUE7MO8UG21EM12,18,,,,3,,,,,#N/A,-0.5,1,,,
I'm not sure if this is the best idea,3HFNH7HEMHEUPRKU4QZ6C4IRERWQGV,18,,,,1,,,,,#N/A,-0.3333333333,1,,,
"Alright I'll allow the film crew to come in. But remember, our mission is to give supplies to these refugees who have lost their homes. Do not let this PR move interfere with the refugees, because our priority right now is to take care of them.",3HMIGG0U4L6O5E5YC24CXD4VPH1Y8R,18,,,,1,,,,,#N/A,-0.3333333333,1,,,
I do not think the fim team should come inside. The supplies we have currently cannot be filmed and show to outside our camp.,3II4UPYCOJ7RD7A320YY6JFU1ZJDQB,18,,,,1,,,,,#N/A,-0.3333333333,1,,,
You are welcome to come in and film.,3JMSRU9HQIUOALKKKU3SIOWNI3UVEB,18,,,,3,,,,,#N/A,-0.5,1,,,
I am reluctant to let this film but I will allow it until something suspicious happens.,3JRJSWSMQHL4YCI10KXMZT44RJ13EM,18,,,,1,,,,,#N/A,-0.3333333333,1,,,
I can let you in but not sure if I should,3LKC68YZ3A3N11XE4IBK929FTE2WOQ,18,,,,3,,,,,#N/A,-0.5,1,,,
"You can come in, just be sure to make us look good!",3LPW2N6LKT2O1N2R430KI8ORR3M5UV,18,,,,3,,,,,#N/A,-0.5,1,,,
"You can film if we both can hand out supplies, it would be good PR for both of us.",3MD9PLUKKIE9DB27EQVETH3SK64NZV,18,,,,3,,,,,#N/A,-0.5,1,,,
"As it is too crowded and spread out in the tent, so we suggest we save ourselves from filming our own chaos",3NLZY2D53PPABJYVFHWMPWNZA8LLQZ,18,,,,2,,,,,#N/A,-0.3333333333,1,,,
Thank you for helping to give out supplies; I ask that you only photograph the people receiving the supplies and not our officers.,3OLQQLKKNSPFJQKQ35P9F0LTNGNEJ9,18,,,,2,,,,,#N/A,-0.3333333333,1,,,
I don't mind allowing the film crew in the tents as long as there is no disturbance in productivity of my team in passing out supplies.,3OS46CRSLFZKX6R5ECKU604A1586V3,18,,,,1,,,,,#N/A,-0.3333333333,1,,,
I am sorry the film team may come in but only film your own men.  We may not film any civilians.,3P1L2B7AD1P7Q7LF044I0RSZV7ZOLQ,18,,,,1,,,,,#N/A,-0.3333333333,1,,,
I really have to object to having your team enter the tent due to the lack of space making it difficult to distribute the supplies effectively.,3PPTZCWALQKUG8FZUINVXBYXPHPZQS,18,,,,1,,,,,#N/A,-0.3333333333,1,,,
"I will let in the film team. However, please tell them to do their best to stay out of the way.",3PWWM24LHSYY4TCRJHXHO93QA2728F,18,,,,1,,,,,#N/A,-0.3333333333,1,,,
I think a film team might accidentally send the wrong message here.,3QAVNHZ3EM4IO3REQLZ0ZW8U6QUALC,18,,,,3,,,,,#N/A,-0.5,1,,,
"Perhaps the Americans should hand out supplies while the Chinese film, that way everyone has a job. Handing out supplies will be more efficient if the people handing them out aren't also doing the filming.",3QL2OFSM96IW5IRXMCB6IJ27BOKNCY,18,,,,e,,,,,#N/A,-0.5,1,,,
"I don't know how I feel about you filming, but I will allow it so come on in and don't make me regret this decision.",3R08VXYT7CVGGV5FNWUIYGNK3PVW73,18,,,,3,,,,,#N/A,-0.5,1,,,
I don't think its a good idea to film but you can.,3RJSC4XJ10U8L1QB6WM0T10KBEN50X,18,,,,1,,,,,#N/A,-0.3333333333,1,,,
"You may come in, but i need you to stay consistent with what my team is filming, we need a unified mission.",3T111IHZ5EQFMICM3ZIWPD69604R97,18,,,,2,,,,,#N/A,-0.3333333333,1,,,
"Your film team can come in, but please be cautious of the work my men are doing.",3TU5ZICBRD1FWCECLSNIKR1TQ8HQ8D,18,,,,1,,,,,#N/A,-0.3333333333,1,,,
i'm a bit reluctant to allow you to film but just come in,3TU5ZICBRD1FWCECLSNIKR1TQ8LQ8H,18,,,,1,,,,,#N/A,-0.3333333333,1,,,
"I believe I owe you a thank you for coming, and I think we need to be cautious filming. Do you hae a list of what you are needing to photograph.",3VD82FOHKQOEN3R9NRBJX82C1YPOCE,18,,,,3,,,,,#N/A,-0.5,1,,,
"I don't think this is a good idea, but we will see how it works out.",3W92K5RLWUHOE2RR9TAPEUQA5A05VP,18,,,,1,,,,,#N/A,-0.3333333333,1,,,
"The film crew is allowed in to film you, but not allowed to film our US military team.",3WR9XG3T63B47TMVDQOZ3O4TJWZ47S,18,,,,2,,,,,#N/A,-0.3333333333,1,,,
"Since the reluctance has already been shown, and shows that you don't stand firm on your opinions, either lay down the law hard to begin with or once the mistake has been made, let them in.",3XUHV3NRVKYJW1W744TLZTZ1XVM5HW,18,,,,e,,,,,#N/A,-0.5,1,,,
You can come in I guess,3Y4W8Q93LZKJIF6KOZS8C6E2IRTVDI,18,,,,3,,,,,#N/A,-0.5,1,,,
I don't feel that allowing a film team in would be in the best interest of the mission. It could compromise security and put both of our teams in danger. As you know there are many entities who would love to make a statement by killing or wounding our troops along with the refugees here.,3Z7EFSHGN9E1HC51OIYFGLT5D2PCX2,18,,,,1,,,,,#N/A,-0.3333333333,1,,,
"I am sorry, I guess you can come on in if you try not to get in the way.",3LWJHTCVCCMOBROZT6TOUJIFDCXFQM,19,,,,1,,,,,#N/A,-0.3333333333,1,,,
"This is going to be challenging having you in the tent, but I will let you and your team do it. Let's go.",3HUTX6F6VUN1PLZ7QYMDLVTQP7A2OH,19,,,,1,,,,,#N/A,-0.3333333333,1,,,
"I would choose to explain to them that them entering would make the situation worse and difficult, so that they can try to understand my reasoning, then I would say that even so, if they still want to enter, I will allow it.",3BDCF01OGXUJKLPH6RDG2IQ19HZYLC,19,,,,e,,,,,#N/A,-0.5,1,,,
I would not allowed the process to continued because the Chinese military should have respect for the refugees knowing the situation they experience is one of hardship and should be sympathize.,3Y4W8Q93LZKJIF6KOZS8C6E2IRUVDJ,19,,,,3,,,,,#N/A,-0.5,1,,,
It's okay to film but please don't get in my way.,3WSELTNVR3267GZJZU1RLNIB03GATF,19,,,,1,,,,,#N/A,-0.3333333333,1,,,
"Even though your filming our efforts would only make it less efficient to do do, I'll let you film on one condition and that condition is that I speak with your team and tell them the correct manner that should be used when distributing the supplies.",3RU7GD8VPOTCFKS6ZDEY1DBKX62PSL,19,,,,3,,,,,#N/A,-0.5,1,,,
I do not appreciate the intrusion but I will allow it for now.,3EKVH9QMEY4ALO8I0P8XA1HRLT0D2S,19,,,,3,,,,,#N/A,-0.5,1,,,
"Excuse me, we have everything under control. You can continue to aid us with passing out, but filming and just distrubuting hazardly is slowing things down and causing a issue. please continue to assist us, but we will maintain control.",3ZOTGHDK5IBUUKG5KD1JCD6UN16SO7,19,,,,e,,,,,#N/A,-0.5,1,,,
"sir, although having the film crew inside the tent will make things more difficult, i will allow it.",3ZSY5X72NXBIT5GS5O1EM31Y1ZQORI,19,,,,1,,,,,#N/A,-0.3333333333,1,,,
"For the privacy of those we are helping.  You cannot film in here, you understand why",34X6J5FLPTY4GTAVCWK99HA76JCJQR,19,,,,3,,,,,#N/A,-0.5,1,,,
Having you come in will make things difficult but OK,3I2PTA7R3TUZRDGDUHKLAWAKL8BQKW,19,,,,1,,,,,#N/A,-0.3333333333,1,,,
"Hey captain, I am really sorry that I have to let go the Chinese from passing out supplies as its just creating more disorganization in the tent, but I don't mind them filming.",36AHBNMV1RC0M91PTAFSJ5IW08WYDV,19,,,,2,,,,,#N/A,-0.3333333333,1,,,
I will allow you to come in the tent even though it will make the situation more difficult.,3WYP994K17R110MAJN7EDZ84JMA6YC,19,,,,1,,,,,#N/A,-0.3333333333,1,,,
Hello Sir thank you for bringing your team in to help with the distribustion of supplies is it okay if i assign them the jobs that i need of them so we do not disrupt any current work that is being done? Bringing them into the tent will disrupt and make things more difficult but i do have jobs for them out here that they can attend do and would be much appreciated and sorry if this causes any problems.,3SNLUL3WO4N23C5CWQGRZXKODTPLU2,19,,,,3,,,,,#N/A,-0.5,1,,,
"I apologize for the way I explained my initial suggestion, they may come in now.",3J2UYBXQQLC445QPBFW5L7EK79T609,19,,,,3,,,,,#N/A,-0.5,1,,,
Thank you for your team's eagerness to help with this task.  We have been preparing for this situation and would be able to use our practice to get this task done.  Please stand to the side of the tent so we have more space.,326O153BMIY2G4KYT93YC2QGIWQDEU,19,,,,1,,,,,#N/A,-0.3333333333,1,,,
"I can not take in you in tent, it will be quite difficult for me to clean the mess after you.",3EWIJTFFVO78HKJ4HXF3XV6XO7K0ER,19,,,,3,,,,,#N/A,-0.5,1,,,
"I wouldn't let them come in.  I would explain to them that they may be in charge of handing out the supplies, but that it was my job to handle the aid station.  I would tell them that I could get for them whatever they needed, however they wouldn't be allowed in, as that wasn't part of the agreement.",32N49TQG3GILK8384P16M56WXOWAVV,19,,,,e,,,,,#N/A,-0.5,1,,,
Please be aware that I want us to work together however if your team comes into the tent it will be more difficult for us to combine our efforts.,3AUQQEL7U5TPJV5QCN4DXZUJO2LV0Q,19,,,,1,,,,,#N/A,-0.3333333333,1,,,
"I appreciate your team assisting us with handing out supplies and while having you come in the tent to film will make things more difficult, I'll allow it because we truly could not do this without your help and assistance so thank you!",3NPI0JQDAO5DUK5LODJOBI76ZPJTPH,19,,,,1,,,,,#N/A,-0.3333333333,1,,,
"Well, certainly you can come in and film but it will be just a bit crowded.",3JPSL1DZ5SZ8C3UZ2YFFCOCJBLXANH,19,,,,1,,,,,#N/A,-0.3333333333,1,,,
I will allow you to come in under one condition; if I determine that you are impeding the work of my team in any way I will ask you to leave and you must honor my request immediately.,304SM51WA34ABQRWG8WX6T6VG2QSB6,19,,,,3,,,,,#N/A,-0.5,1,,,
"This is going to make things potentially tense in here, but come in.",3634BBTX0OUBUT0GGYOFLHRTM2DFIG,19,,,,1,,,,,#N/A,-0.3333333333,1,,,
"Sure, your team can come in and film but please make sure they don't hinder the process.",3BXQMRHWKZYM9UNXW2H6ZAZDDYEUMC,19,,,,1,,,,,#N/A,-0.3333333333,1,,,
I apologize for my initial reaction but I just felt it is my teams responsibility to be in charge of distributing the aid supplies. You are however welcome to film in the tent although it will be congested.,3SKRO2GZ71RBA9WW92U69V2CDWJK1V,19,,,,1,,,,,#N/A,-0.3333333333,1,,,
"It will complicate things if you enter the tent directly rather than distributing supplies outside. However, we will allow you to enter the tent if you deem it a necessity in this case.",3WLEIWSYHOHRX4DKMLRN1MWPDLTH25,19,,,,1,,,,,#N/A,-0.3333333333,1,,,
Explain that you have a system to which the aid station in the tent will be set up with which your men are already accustomed. Play up the other task of being more important so they cease arguing.,3U5JL4WY5K9YM8SMV3SXXNHHLPA4XJ,19,,,,e,,,,,#N/A,-0.5,1,,,
"You need to film? OK, but to make sure we get everything out, let's keep the filming to five minutes. Agreed?",38YMOXR4MUZXCVRA4MPQS2NO8EB6WE,19,,,,3,,,,,#N/A,-0.5,1,,,
"I understand that you wish to help, but please understand that there is very little room in the tent, and I'm having to handle the situation differently. I will allow you to come in to film, but you must make it quick as we need the tent in a smoothly running manner.",3DYGAII7PL8024DT79PT6DWJFIHPQW,19,,,,1,,,,,#N/A,-0.3333333333,1,,,
"By orders of my superear you are allowed to come in pass out supplies and film but, you must be in the tent to do so my apologies commander.",354P56DE9K3N9EO63RKH1RKZXC07S0,19,,,,2,,,,,#N/A,-0.3333333333,1,,,
i will let them know that allowing them in the tent makes things more difficult,36PW28KO4ZW4IXHM9ZCWM1IAXTXEAX,19,,,,e,,,,,#N/A,-0.5,1,,,
"Things will be more difficult when you come into the tent, but you may come in.",34FNN24DCM95IWMWE4X9LTU4NRX5YT,19,,,,1,,,,,#N/A,-0.3333333333,1,,,
"Since you insist, I will allow the team to come in and film, but still am worried how it will affect our operations.",3LQ8PUHQFLSV8PRMBOCFO2362HQIHH,19,,,,1,,,,,#N/A,-0.3333333333,1,,,
I will allow you to come into the tent. I feel it will make things more difficult but I understand and respect your wishes.,3VFJCI1K4ZZU1SZUH5O6HUSWADZRGY,19,,,,1,,,,,#N/A,-0.3333333333,1,,,
"Explain that having them in the team will make things more difficult, but allow the filming.",3VD82FOHKQOEN3R9NRBJX82C1YQCO3,19,,,,e,,,,,#N/A,-0.5,1,,,
I am sorry if I haven't explained myself clearly. Your army can help but I would prefer you allow my team to control the aid station and pass out the supplies to the refugees.,33CID57104TI4ISTH6KQCOUO0G33LA,19,,,,1,,,,,#N/A,-0.3333333333,1,,,
"Unfortunately, there isn't enough space to have your personal in here. Can you please have them wait and tend to their duties outside of the tent",3GLB5JMZFXV00IGPZ4TMC5BSVC5DGB,19,,,,2,,,,,#N/A,-0.3333333333,1,,,
"I'm sorry, actually. You can come in.",308Q0PEVB8D2TJ93DCONBL5IJ4KI9T,19,,,,3,,,,,#N/A,-0.5,1,,,
the tent space is small and will cause problems handing out the supplies. if you insist you can use the tent,3VBEN272MKZ627Z7WUOB74XSWFJSGO,19,,,,1,,,,,#N/A,-0.3333333333,1,,,
"Hey guys, I know you want to document this situation, but these people here really have lost everything in their lives and we are trying to provide them with whatever we can to give a little back to them. I will allow you to film, but do not get in our way or interfere with our operations here. Thanks.",3IX2EGZR7BJ4SUPVPB99E7KC25HJRV,19,,,,1,,,,,#N/A,-0.3333333333,1,,,
"Allowing them in the tent will be more difficult, but I will allow it",3WQ3B2KGE8GAH6S23PHDASJMQ2AB12,19,,,,1,,,,,#N/A,-0.3333333333,1,,,
