id,turk_response_text,prompt_type,assignment,identifier,comment
4777,I plead for you to assist me immediately.  It will not go well for us otherwise.  I have enough supplies for us both.,feedback,3PH3VY7DJLXZ05BL6RM1P0GJCJFZW6a,9a,
4778,"I do not wish to go to a higher ranked officer as it is not ideal, but i will have no choice if you do not compromise.",feedback,3PH3VY7DJLXZ05BL6RM1P0GJCJFZW6b,9b,
4779,I saw you pointing at containers of supplies.  Are they the issue?  I can make this work because we have no choice.,feedback,3PH3VY7DJLXZ05BL6RM1P0GJCJFZW6c,9c,
4780,"I'd really hate to go to a ""higher in command"". I have plenty of supplies and would like your help with the situation.",feedback,3QXNC7EIPIVRMOSN9MZH5H5MWBI09Wa,9a,
4781,If we cannot come to an agreement I feel I will be forced to go to a higher ranked officer. ,feedback,3QXNC7EIPIVRMOSN9MZH5H5MWBI09Wb,9b,
4782,"I saw you pointing at the containers. Is there an issue? I know we can make this work, because we must.",feedback,3QXNC7EIPIVRMOSN9MZH5H5MWBI09Wc,9c,
4783,"I really need your help, we have supplies but we are not getting help. ",feedback,3R6BYFZZP7C8KOPBFKOGORE89GQFXQa,9a,
4784,I am going to speak to higher up ranked person but will not if you help. ,feedback,3R6BYFZZP7C8KOPBFKOGORE89GQFXQb,9b,
4785,"I can make it work, those containers if they are the issue, but i will not be happy about it.",feedback,3R6BYFZZP7C8KOPBFKOGORE89GQFXQc,9c,
4786,"I do not think you should go to a higher ranking officer to ask for help, although I understand that the flight has been delayed. Work with me to find a viable solution",feedback,3R6BYFZZP7C8KOPBFKOGORE89GWFXWa,9a,
4787,"You and I are here and we must solve it until the loaded plane arrives, I understand that going to an officer of a higher rank is not the",feedback,3R6BYFZZP7C8KOPBFKOGORE89GWFXWb,9b,
4788,"I have observed how you have pointed to the containers of supplies, I am thinking if they cause any problems to the Chinese team. make it clear that I can make them work if I wish.",feedback,3R6BYFZZP7C8KOPBFKOGORE89GWFXWc,9c,
4789,"Look, we have more than enough supplies already. If I have to go to my commander about this, it's going to make both of us look terrible. Please, surely there's a way for us to work together.",feedback,3RJSC4XJ10U8L1QB6WM0T10KAFR502a,9a,
4790,"If you really can't do anything about it, I'll have to go to my commander even though I'd really prefer not to.",feedback,3RJSC4XJ10U8L1QB6WM0T10KAFR502b,9b,
4791,"I noticed you were pointing at the supplies earlier. If it's something wrong with them, we can try to work something out. We really need your help.",feedback,3RJSC4XJ10U8L1QB6WM0T10KAFR502c,9c,
4792,Please work with me on this. It's better to proceed with the task at hand and wait for the others.,feedback,3RU7GD8VPOTCFKS6ZDEY1DBKW7ISP5a,9a,
4793,I don't want to go to a higher authority but if we can't proceed then I will have no choice.,feedback,3RU7GD8VPOTCFKS6ZDEY1DBKW7ISP5b,9b,
4794,I saw you pointing at the supplies. Are they the issue? I can help with that.,feedback,3RU7GD8VPOTCFKS6ZDEY1DBKW7ISP5c,9c,
4795,We have been given our mission and I will assist you with supplies so lets get this op moving forward.,feedback,3TMFV4NEP8EKG9AYX1MOCGJFDA88WAa,9a,
4796,We already have our orders so lets get mission focused without having to involve the higher-ups.,feedback,3TMFV4NEP8EKG9AYX1MOCGJFDA88WAb,9b,
4797,We can make do with what we have and we can assist your team with anything needed.,feedback,3TMFV4NEP8EKG9AYX1MOCGJFDA88WAc,9c,
4798,"I think it is not very nice for any of us to ask for more help from the higher authority. Therefore, I would like you to consider working with me.",feedback,3TPZPLC3M0C8V37R9YDXT5384RK3PPa,9a,
4799,I am aware that going to higher authority might be not the best option but I have got no other choice if compromises don't happen.,feedback,3TPZPLC3M0C8V37R9YDXT5384RK3PPb,9b,
4800,I saw that you have pointed to the supplies and resources we have available. But I wanted to know if you are the issue. We could make this work.,feedback,3TPZPLC3M0C8V37R9YDXT5384RK3PPc,9c,
4801,I will have no choice but to ask for your commanding officer. I will make sure that I inform him of that your sense of duty to your country is in serious question as these supplies are needed.,feedback,3U0SRXB7CD50BKGG49117E1TAQ0RNMa,9a,
4802,I know going up the chain of command is not ideal but you have left me no choice since you wont cooperate.,feedback,3U0SRXB7CD50BKGG49117E1TAQ0RNMb,9b,
4803,I saw you pointing at the containers but they are no issue because I can make it work.,feedback,3U0SRXB7CD50BKGG49117E1TAQ0RNMc,9c,
4804,"Please help me. We've got all the supplies you need, and if I go to our COs we;ll both look like idiots.",feedback,3U4J9857OEBOSS74S5YMB2AZSPP7BBa,9a,
4805,"Neither one of us wants to go higher up with this, but I'll have no choice if you don't give me a plan we can agree on.",feedback,3U4J9857OEBOSS74S5YMB2AZSPP7BBb,9b,
4806,"I saw you pointing at the supplies--is that where the problem is? Because if it is, I can definitely make this work if you give me a chance.",feedback,3U4J9857OEBOSS74S5YMB2AZSPP7BBc,9c,
4807,"""Please accept my sincerest apologies for the delay. However, we have plenty enough supplies to last until the planes arrive. There is no need to preoccupy a superior officer with this minor matter at this time.""",feedback,3UJ1CZ6IZHP8MAANFY5K3763579S5Ba,9a,
4808,"""We have plenty enough supplies to last until the planes arrive. There is no need to preoccupy a superior officer with this minor matter at this time.""",feedback,3UJ1CZ6IZHP8MAANFY5K3763579S5Bb,9b,
4809,"""I repeat, we will be OK with the supplies we currently have. Trust that they will work. We have no choice after all.""",feedback,3UJ1CZ6IZHP8MAANFY5K3763579S5Bc,9c,
4810,"Please help us; given our plethora of supplies, our commanders will think us incompetent if we cannot accomplish this task.",feedback,3WR9XG3T63B47TMVDQOZ3O4TIXA747a,9a,
4811,"I do not want to reach out to a commander, but you will leave me no choice if you do not compromise.",feedback,3WR9XG3T63B47TMVDQOZ3O4TIXA747b,9b,
4812,"I saw you indiciating the supplies earlier; if they are an issue, we can easily resolve that.",feedback,3WR9XG3T63B47TMVDQOZ3O4TIXA747c,9c,
4813,Please have your soldiers continue to work with us. I currently have many supplies that need to be distributed. It would be bad for both of us if I need to bring this to the attention of our superiors. ,feedback,3WYGZ5XF3WFB4TVQML9Q5WPL2X7KSRa,9a,
4814,"Although I know it is not ideal, but I will speak with our superiors if we cannot work together on this. ",feedback,3WYGZ5XF3WFB4TVQML9Q5WPL2X7KSRb,9b,
4815,"I noticed you pointing at the supplies. if this is an issue, let's address it and work together to make things go smoothly.",feedback,3WYGZ5XF3WFB4TVQML9Q5WPL2X7KSRc,9c,
4816,"Please, please work with us on this we can come up with some sort of middle ground. We have an abundance of supplies and we can't afford to pass it up higher to an officer when we can resolve this here.",feedback,3XLBSAQ9Z4CKAQAKYJEPXKH2JSA7ZGa,9a,
4817,"If you can't agree with me on anything, here I'm just going to have to pass it up higher. I know it's not the ideal situation, but you don't seem to want to agree with anything.",feedback,3XLBSAQ9Z4CKAQAKYJEPXKH2JSA7ZGb,9b,
4818,"I saw you earlier pointing at containers of our supplies. Are these an issue? See, I can make things work because we have to and it's what's best for the mission.",feedback,3XLBSAQ9Z4CKAQAKYJEPXKH2JSA7ZGc,9c,
4819,I am really hoping that we can work together.  There are plenty of supplies.  If we can't do this together then it will look bad for both of us to get a higher ranking officer to help.,feedback,3YW4XOSQKQLPD5183GY8FIBAEOPU1Ba,9a,
4820,I will have no choice but to go to a higher ranking officer if we can't work this out.,feedback,3YW4XOSQKQLPD5183GY8FIBAEOPU1Bb,9b,
4821,Are the containers you are pointing at the issue?  If so we can work it out.,feedback,3YW4XOSQKQLPD5183GY8FIBAEOPU1Bc,9c,
4822,"We need to work together on this.  We have enough supplies for all of us.  It isn't good for me or you, but it's what needs to be done.",rewrite,31N2WW6R9RQW4QIXVVHSHBP4SSX3FQa,9a,
4823,"This isn't a good situation, and I realize the solution to the problem isn't perfect, but if we don't come to an agreement my hands are tied.",rewrite,31N2WW6R9RQW4QIXVVHSHBP4SSX3FQb,9b,
4824,"What are in those containers?  Are they part of the issue here?  We must come to a consensus, we can work this out.",rewrite,31N2WW6R9RQW4QIXVVHSHBP4SSX3FQc,9c,
4825,Let's please compromise. There are more than enough supplies for both of us to achieve our objectives.,rewrite,323Q6SJS8IGBYYPWAG6UL5QEBXAHF6a,9a,
4826,"It's not a perfect solution, but unless we compromise between manning and supplies, we will have no other alternative.",rewrite,323Q6SJS8IGBYYPWAG6UL5QEBXAHF6b,9b,
4827,"I saw you indicating these containers. Is there a concern with them? We can resolve that, if necessary.",rewrite,323Q6SJS8IGBYYPWAG6UL5QEBXAHF6c,9c,
4828,Let's work here.  There is ample supply left.  We can't do it to ruin our image.,rewrite,323Q6SJS8IGBYYPWAG6UL5QEBXEFH8a,9a,
4829,I don't have any other available options so have to come to an agreement.,rewrite,323Q6SJS8IGBYYPWAG6UL5QEBXEFH8b,9b,
4830,"The containers over there, do you have an issue with those? We'll have to come to an agreement to work this out.",rewrite,323Q6SJS8IGBYYPWAG6UL5QEBXEFH8c,9c,
4831,It looks bad but we have plenty of supplies here for everyone.,rewrite,33CID57104TI4ISTH6KQCOUOPOI3LUa,9a,
4832,"Its not what we wanted but we have no choice, we have to compromise. ",rewrite,33CID57104TI4ISTH6KQCOUOPOI3LUb,9b,
4833,We have to make this work. It your issue with the containers you were pointing at?,rewrite,33CID57104TI4ISTH6KQCOUOPOI3LUc,9c,
4834,I would appreciate your continuing support.  There are enough supplies and we should be able to work together to resolve the situation as quicky as possible.,rewrite,34BBWHLWHABD5FMB6NYFP5DT6DGIWZa,9a,
4835,"I understand that it is not an ideal solution, however, this is the opportunity for us to come up with solution that would benefit both of us.",rewrite,34BBWHLWHABD5FMB6NYFP5DT6DGIWZb,9b,
4836,"I understand your concerns about the containers.  In my personal opinion, cooperation would be the best solution.  I am committing to make this work and would welcome any discussion and cooperation from you.",rewrite,34BBWHLWHABD5FMB6NYFP5DT6DGIWZc,9c,
4837,Please try to work with me here. There are plenty of supplies for everyone. I don't want to do it either as it reflects poorly on both of us.,rewrite,373ERPL3YO8Y6XL015NDGD7LPFGTRNa,9a,
4838,"It is not the perfect solution, yes, but unless we are able to make a compromise about how we will delegate manning and supplies, I will have no choice.",rewrite,373ERPL3YO8Y6XL015NDGD7LPFGTRNb,9b,
4839,"I saw you gesturing towards the containers here. Is that what the problem is about? We can make this work, we do not have a choice.",rewrite,373ERPL3YO8Y6XL015NDGD7LPFGTRNc,9c,
4840,It looks bad for both of us if we don't complete this.  We have enough supplies.  Let's work through this.,rewrite,37FMASSAYCRLHCO0BW2J2R08WCZBIDa,9a,
4841,"I know it's not ideal, but we have to come up with a solution.",rewrite,37FMASSAYCRLHCO0BW2J2R08WCZBIDb,9b,
4842,Is there an issue with the containers?  We have to find a way to make this work.,rewrite,37FMASSAYCRLHCO0BW2J2R08WCZBIDc,9c,
4843,Please work with me.  We have plenty of supplies and you and I both know it will make us look bad.,rewrite,37M28K1J0QDCTD3EN0NNJHV2R97JA6a,9a,
4844,"I'm aware it isn't the best solution, but if we can't come to an agreement about manning or supplies, I won't have a choice.",rewrite,37M28K1J0QDCTD3EN0NNJHV2R97JA6b,9b,
4845,"I noticed you were pointing at these containers.  Is your issue related to that?  If so, we can make this work.",rewrite,37M28K1J0QDCTD3EN0NNJHV2R97JA6c,9c,
4846,"There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us. So please work with me here.",rewrite,388U7OUMF71XQOO933Z3W25GS4N0RMa,9a,
4847,We need to come to a compromise with manning or supplies. I know its not an ideal situation but I will have no choice.,rewrite,388U7OUMF71XQOO933Z3W25GS4N0RMb,9b,
4848,"Would the issue have to do with the containers ? We can make this work, we have to.",rewrite,388U7OUMF71XQOO933Z3W25GS4N0RMc,9c,
4849,"Then work here with me. There are plenty of things to do. I don't wanna do it either, it's looking bad for us both.",rewrite,38F71OA9GTWXQCQ71DM7DAYASJDMFOa,9a,
4850,"I know that this is not the ideal solution, but unless we reach a compromise with manpower or supplies, I have no choice.",rewrite,38F71OA9GTWXQCQ71DM7DAYASJDMFOb,9b,
4851,"I have seen you pointing here at the containers. Would that have to do with the problem ? We can do that, we have to.",rewrite,38F71OA9GTWXQCQ71DM7DAYASJDMFOc,9c,
4852,"I'm going to need your help here. There's more than enough to go around. I'm against this too, it doesn't look good for either of us.",rewrite,38SKSKU7R1XXULAC29RDGUWD86AIL4a,9a,
4853,"The solution isn't perfect, yes, but unless we agree on manning or supplies, I don't have any other options.",rewrite,38SKSKU7R1XXULAC29RDGUWD86AIL4b,9b,
4854,"You were gesturing towards the containers there. Would the problem have anything to do with that? We can make this happen, we have no choice.",rewrite,38SKSKU7R1XXULAC29RDGUWD86AIL4c,9c,
4855,"Will you work with me here? There really are enough supplies to go around. I don't want to do it either, it doesn't look good for both of us.",rewrite,3FQ5JJ512LOEOG3LEPS462FF550KNKa,9a,
4856,"This isn't ideal, but we have to compromise with manning or supplies I won't be able to do anything else.",rewrite,3FQ5JJ512LOEOG3LEPS462FF550KNKb,9b,
4857,"Did you just point at the container here? Is that the issue? We really can make this work together, we need to.",rewrite,3FQ5JJ512LOEOG3LEPS462FF550KNKc,9c,
